Sentence,Labels Set,subategory,
સાહેબ સાહેબ કહીને માથે ચડાવ્યા છે,Non-Hate,Positive,
"મેહુલભાઈ કુતરાની પુંછડી કાયમ માટે સીધી કરવી અઘરી વાત છે... છતાં સલામ છે તમારા પ્રયત્ન ને...",Non-Hate,Positive,
"સરકારિ જગામા જેમતેમ બોલાય પણ ચડો નો પેરાય ભાઈ",Non-Hate,Neutral,
"બોઘરા ભાઈ આવુ સરથાણા પો સ્ટે મા પણ થાય છે તે લોકો મોબાઈલ લઈલેછે એટલે બેફામ ગાળો આપે",Hate,Accusations,
"ભાઈ સાહેબ આજે હું ચાનોદ અશથી વિસર્જન માટે ગયો હતો ત્યા પણ પોલીસ વાળા 1000હજાર ની પાવતી હરેક ગાડી વાડા ને આપે છે",Non-Hate,Neutral,
મેહુલ ભાઈ આ ચોરીની સરકાર છે લુંટવા સિવાય બીજું કોઈ કામ નથી.,Hate,Accusations,
"આમાં કંઈ રીઝલ્ટ આવશે ખરી, મેહુલ ભાઇ,. મને તો નથી લાગતું...",Non-Hate,Neutral,
"વાહ દોસ્ત કિયા બાત હૈ ભાઈ પોલીસ વારા6 કે ગુંડા ઇ કાઈ નેત ખબર પડતી હો",Hate,Accusations,
"અરે તારી જવાબદારી નથી તો કોણે કાયદો બનાવ્યો છે કે
ચડડા ના પહેરવા
પ્રજા ના પૈસા થી ઘરબાર હાલે છે
અને પ્રજા ની સુરક્ષા માટે છો વો
આવી રીતે પ્રજા ની સુરક્ષા કરશો",Non-Hate,Neutral,
"બધા પાસે દંડ લીધેલ સે એનો ધધો બનાવી દીધો સે આ લોકો એ સી આર પાટીલ ની રેલી મા કોરોના નો આવે અને તમે માકસ સેજ નીસુ પેરો અેટલે કોરોના આવી જાય",Non-Hate,Neutral,
"ભાઈ તમારા જેવા માણસ હોય તો લોકો ને હિંમત અવે",Non-Hate,Positive,
"કાયદા નો ભંગ કેમ કર્યો ? 8 વાગ્યા પછી ઘર ની બહાર કેમ નીકળ્યા ? માસ્ક નહિ પહેરી ને સુરત ના લોકો નો જીવ તો જોખમ માં મુક્યો જ. પછી પોલીસ સાથે જીભાજોડી કરી.... બાકી હતું તે વિડિઓ બનાવીઓ..... પોલીસ ને પગલાં લેવા ઉશ્કેરી.... અને ઉપર થી આ તમારી દાદાગીરી ??? શરમ કરો... ભગવાન થી ડરો....",Non-Hate,Neutral,
"આ પોલીસવાળા સરકારના ગુલામ બનીને કામ કરે છે",Hate,Accusations,
ખૂબ સરસ મેહુલભાઈ તમારી જેવા માણસો અવાજ ઉપાડશે તો જઆ લોકો નાના માણસોને હેરાન નહીં કરે,Non-Hate,Positive,
"સાહેબ તમારી વાત સાચી પણ પેન્ટ પહેરીને જવાય સારૂ લાગે",Non-Hate,Neutral,
"સાહેબ પૂરા પુરાવા છે તમારી પાસે આ લોકો ને છોડતા નહિ સર તમારા આવા જ કામ ને કારણે તમને સલામ કરી એ છીએ",Non-Hate,Positive,
"આ દેશ નું કઈ નથી થવાનું કારણ કે મોદી જેવા ભ્રષ્ટ નેતાઓ છે ત્યાં સુધી",Hate,Accusations,
"પોલીસ કોઈ અવિવેક કરતી હૉય એવું લાગતું નથી",Non-Hate,Neutral,
"બધા ને સસ્પેન્ડ કરો એટલે આવી દાદાગીરી બીજી કોઈ પોલીસ અધિકારી ના કરે",Hate,Accusations,
"પ્રજા ને હેરાન કરવાનું બંધ કરો",Hate,Accusations,
"બૂટલેકરો સામે તો આ લોકો ની ફાટે છે......",Hate,Accusations,
"સરકાર ની કોઈ લગામજ નથી પોલીસ વાળા પર",Non-Hate,Neutral,
"પોલીસ સભાન થાય એ પ્રજા ના સેવક છે શેઠ નથી કાયદા દરેક માણસ માટે સરખાં હોય છે",Non-Hate,Neutral,
"તમારા જેવા 50000 એડ્વોકેટ હોય ગુજરાત માં તો આ બધા માં સુધારો આવવો હોય તો આવે ...
બાકી ગમે એટલું બળ કરો આ લોકો ને કોઈ ફરક ના પડે
નોકરી ગુમાવવા નો તો ડર હોય નહીં....",Non-Hate,Neutral,
"મારી પાસે જ લીધો દંડ",Non-Hate,Neutral,
"જામીન નય થાય એમ કેવા વાળો જે છે ને એ સહુની યોજના ની પેદાશ હશે જનરલ મુતરડી ની બના વટ હરામ ખોલ",Hate,Abusive,
